down,ydstogo,yardline_100,game_seconds_remaining,score_differential,qtr,go_for_it
4.0,14,77.0,252.0,10.0,4,0
4.0,8,18.0,112.0,-10.0,4,0
4.0,5,32.0,13.0,7.0,4,0
4.0,6,16.0,3255.0,0.0,1,0
4.0,6,85.0,3121.0,-3.0,1,0
4.0,17,67.0,3077.0,3.0,1,0
4.0,12,27.0,2858.0,3.0,1,0
4.0,11,76.0,2736.0,-6.0,1,0
4.0,8,23.0,2613.0,6.0,2,0
4.0,1,4.0,1815.0,1.0,2,1
4.0,9,70.0,1543.0,-8.0,3,0
4.0,8,46.0,1442.0,8.0,3,0
4.0,14,83.0,981.0,-11.0,3,0
4.0,6,24.0,813.0,11.0,4,0
4.0,16,82.0,672.0,-14.0,4,0
4.0,8,56.0,579.0,14.0,4,0
4.0,9,81.0,468.0,-14.0,4,0
4.0,6,24.0,13.0,-21.0,4,1
4.0,10,64.0,3404.0,0.0,1,0
4.0,1,73.0,3212.0,0.0,1,0
4.0,11,39.0,2673.0,-7.0,2,0
4.0,10,78.0,2474.0,7.0,2,0
4.0,6,23.0,2003.0,7.0,2,0
4.0,3,18.0,1879.0,-7.0,2,0
4.0,4,72.0,1841.0,4.0,2,0
4.0,12,55.0,1622.0,-4.0,3,0
4.0,5,51.0,1418.0,4.0,3,0
4.0,18,98.0,1338.0,-4.0,3,0
4.0,9,35.0,1196.0,4.0,3,0
4.0,3,32.0,863.0,-7.0,4,1
4.0,3,21.0,597.0,7.0,4,0
4.0,13,58.0,481.0,-10.0,4,0
4.0,9,71.0,326.0,10.0,4,0
4.0,3,3.0,251.0,-10.0,4,0
4.0,12,72.0,148.0,-14.0,4,1
4.0,4,30.0,53.0,-14.0,4,1
4.0,6,15.0,29.0,-14.0,4,1
4.0,12,57.0,3259.0,0.0,1,0
4.0,6,49.0,2393.0,-7.0,2,0
4.0,12,61.0,1885.0,-14.0,2,0
4.0,13,66.0,1654.0,-14.0,3,0
4.0,4,53.0,1103.0,-14.0,3,0
4.0,1,66.0,517.0,14.0,4,0
4.0,14,58.0,294.0,14.0,4,0
4.0,8,97.0,138.0,14.0,4,1
4.0,1,79.0,17.0,14.0,4,0
4.0,1,20.0,3468.0,0.0,1,1
4.0,4,38.0,3266.0,0.0,1,1
4.0,12,77.0,3080.0,0.0,1,0
4.0,8,64.0,2976.0,0.0,1,0
4.0,3,36.0,2522.0,7.0,2,1
4.0,20,71.0,2205.0,-14.0,2,0
4.0,7,7.0,1806.0,-21.0,2,0
4.0,8,73.0,1417.0,11.0,3,0
4.0,6,57.0,1129.0,11.0,3,0
4.0,3,20.0,779.0,-17.0,4,0
4.0,8,73.0,689.0,14.0,4,0
4.0,4,69.0,480.0,7.0,4,0
4.0,4,79.0,396.0,-7.0,4,0
4.0,16,39.0,202.0,7.0,4,0
4.0,3,18.0,70.0,-7.0,4,1
4.0,9,74.0,3490.0,0.0,1,0
4.0,4,22.0,3183.0,0.0,1,0
4.0,10,70.0,3093.0,0.0,1,0
4.0,1,46.0,2772.0,-7.0,1,1
4.0,2,24.0,2523.0,-7.0,2,0
4.0,6,48.0,2307.0,4.0,2,0
4.0,3,67.0,2132.0,-4.0,2,0
4.0,10,65.0,2070.0,4.0,2,0
4.0,6,72.0,1965.0,-4.0,2,0
4.0,7,55.0,1833.0,4.0,2,0
4.0,10,80.0,1806.0,-4.0,2,0
4.0,3,48.0,1627.0,4.0,3,0
4.0,15,85.0,1568.0,-4.0,3,0
4.0,4,69.0,1239.0,-11.0,3,0
4.0,1,23.0,1023.0,11.0,3,1
4.0,2,14.0,900.0,11.0,4,0
4.0,13,63.0,337.0,-14.0,4,0
4.0,9,58.0,120.0,14.0,4,0
4.0,6,47.0,2980.0,-7.0,1,0
4.0,6,95.0,2881.0,7.0,1,0
4.0,7,44.0,2399.0,-7.0,2,0
4.0,1,66.0,1951.0,-14.0,2,1
4.0,7,49.0,1805.0,14.0,2,1
4.0,9,63.0,1619.0,17.0,3,0
4.0,3,46.0,1525.0,-17.0,3,1
4.0,4,48.0,1389.0,17.0,3,0
4.0,2,26.0,1083.0,17.0,3,0
4.0,21,86.0,545.0,-19.0,4,0
4.0,9,12.0,194.0,19.0,4,0
4.0,2,67.0,3149.0,-7.0,1,0
4.0,2,8.0,2703.0,7.0,1,0
4.0,3,68.0,2450.0,3.0,2,0
4.0,4,7.0,1829.0,-4.0,2,0
4.0,1,1.0,1491.0,1.0,3,1
4.0,3,68.0,570.0,0.0,4,0
4.0,2,57.0,120.0,-14.0,4,1
4.0,14,84.0,3478.0,0.0,1,0
4.0,11,65.0,3385.0,0.0,1,0
4.0,19,46.0,3011.0,0.0,1,0
4.0,7,54.0,2823.0,2.0,1,0
4.0,10,13.0,2427.0,-2.0,2,0
4.0,12,57.0,2274.0,-1.0,2,0
4.0,7,9.0,2076.0,-1.0,2,0
4.0,20,46.0,1841.0,-2.0,2,0
4.0,6,71.0,1719.0,-2.0,3,0
4.0,4,50.0,1603.0,2.0,3,0
4.0,3,69.0,1386.0,-2.0,3,0
4.0,8,62.0,1197.0,-9.0,3,0
4.0,2,2.0,817.0,9.0,4,0
4.0,12,57.0,419.0,5.0,4,0
4.0,14,66.0,143.0,5.0,4,0
4.0,16,51.0,3392.0,0.0,1,0
4.0,5,61.0,3191.0,0.0,1,0
4.0,20,70.0,2902.0,-7.0,1,0
4.0,3,23.0,2663.0,7.0,2,0
4.0,20,65.0,2542.0,-10.0,2,0
4.0,7,79.0,2436.0,10.0,2,0
4.0,3,55.0,2309.0,-10.0,2,1
4.0,10,43.0,2245.0,-10.0,2,0
4.0,12,75.0,2098.0,10.0,2,0
4.0,10,53.0,1984.0,-10.0,2,0
4.0,5,75.0,1745.0,-2.0,3,0
4.0,11,35.0,1483.0,2.0,3,0
4.0,5,74.0,1279.0,-3.0,3,0
4.0,5,25.0,704.0,3.0,4,0
4.0,14,64.0,418.0,-1.0,4,0
4.0,16,85.0,330.0,1.0,4,0
4.0,13,16.0,129.0,-1.0,4,0
4.0,1,1.0,2901.0,-7.0,1,1
4.0,7,72.0,2772.0,0.0,1,0
4.0,3,34.0,2252.0,-6.0,2,0
4.0,9,59.0,2073.0,3.0,2,0
4.0,1,55.0,1653.0,-4.0,3,1
4.0,24,24.0,1402.0,4.0,3,0
4.0,11,56.0,1077.0,-13.0,3,0
4.0,9,24.0,579.0,13.0,4,0
4.0,1,1.0,270.0,-16.0,4,1
4.0,14,39.0,75.0,9.0,4,0
4.0,14,66.0,3474.0,0.0,1,0
4.0,9,43.0,3308.0,0.0,1,0
4.0,7,7.0,2989.0,0.0,1,0
4.0,6,53.0,2809.0,-3.0,1,0
4.0,7,22.0,2511.0,3.0,2,0
4.0,6,64.0,2420.0,-6.0,2,0
4.0,8,20.0,2146.0,6.0,2,0
4.0,6,29.0,1904.0,-9.0,2,0
4.0,6,32.0,1810.0,6.0,2,0
4.0,20,49.0,1586.0,-6.0,3,0
4.0,4,89.0,1469.0,6.0,3,0
4.0,8,33.0,1362.0,-6.0,3,0
4.0,8,46.0,1130.0,3.0,3,0
4.0,7,7.0,1026.0,3.0,3,0
4.0,3,51.0,896.0,-6.0,4,0
4.0,2,32.0,235.0,-18.0,4,1
4.0,3,61.0,180.0,18.0,4,0
4.0,18,43.0,58.0,-18.0,4,1
4.0,16,19.0,3274.0,0.0,1,0
4.0,6,68.0,3012.0,-4.0,1,0
4.0,19,47.0,2251.0,-11.0,2,0
4.0,11,70.0,2158.0,11.0,2,0
4.0,10,56.0,1920.0,-11.0,2,0
4.0,8,21.0,1821.0,11.0,2,0
4.0,4,69.0,1543.0,-21.0,3,0
4.0,11,64.0,1317.0,-28.0,3,0
4.0,1,71.0,1170.0,28.0,3,0
4.0,15,26.0,806.0,-28.0,4,0
4.0,1,56.0,713.0,28.0,4,0
4.0,1,71.0,589.0,-28.0,4,1
4.0,7,7.0,243.0,28.0,4,0
4.0,9,51.0,111.0,-31.0,4,0
4.0,14,41.0,3311.0,0.0,1,0
4.0,6,62.0,3157.0,0.0,1,0
4.0,1,49.0,2861.0,0.0,1,0
4.0,12,91.0,2768.0,0.0,1,0
4.0,12,45.0,2451.0,-7.0,2,0
4.0,6,85.0,2358.0,7.0,2,0
4.0,13,41.0,2108.0,13.0,2,0
4.0,22,87.0,1906.0,-19.0,2,0
4.0,6,23.0,1566.0,-26.0,3,0
4.0,2,5.0,1396.0,23.0,3,0
4.0,7,72.0,1320.0,-26.0,3,0
4.0,1,33.0,1213.0,-26.0,3,1
4.0,9,31.0,1056.0,-26.0,3,1
4.0,7,66.0,929.0,26.0,3,0
4.0,9,27.0,818.0,26.0,4,0
4.0,16,31.0,120.0,-30.0,4,1
4.0,7,72.0,3550.0,0.0,1,0
4.0,2,60.0,3459.0,0.0,1,0
4.0,2,57.0,3140.0,-7.0,1,0
4.0,24,94.0,2353.0,-14.0,2,0
4.0,9,74.0,2193.0,-21.0,2,1
4.0,3,3.0,1819.0,-28.0,2,1
4.0,15,80.0,1719.0,21.0,3,0
4.0,16,77.0,1622.0,-21.0,3,0
4.0,5,64.0,1496.0,21.0,3,0
4.0,5,38.0,1012.0,14.0,3,1
4.0,20,61.0,305.0,-14.0,4,0
4.0,4,85.0,236.0,14.0,4,0
4.0,1,49.0,3453.0,0.0,1,1
4.0,6,44.0,3365.0,0.0,1,0
4.0,16,33.0,2865.0,-7.0,1,0
4.0,2,43.0,2288.0,-11.0,2,1
4.0,9,63.0,1390.0,-13.0,3,0
4.0,9,21.0,570.0,13.0,4,0
4.0,2,45.0,475.0,-16.0,4,1
4.0,24,37.0,322.0,16.0,4,0
4.0,6,50.0,31.0,16.0,4,0
4.0,13,52.0,3488.0,0.0,1,0
4.0,2,77.0,3359.0,0.0,1,0
4.0,1,56.0,3277.0,0.0,1,1
4.0,4,48.0,3125.0,0.0,1,0
4.0,13,64.0,2888.0,0.0,1,0
4.0,9,25.0,2564.0,0.0,2,0
4.0,5,70.0,2414.0,-3.0,2,0
4.0,1,64.0,2355.0,3.0,2,0
4.0,5,81.0,2240.0,-3.0,2,0
4.0,3,38.0,2044.0,3.0,2,1
4.0,2,9.0,1874.0,3.0,2,0
4.0,2,30.0,1825.0,-6.0,2,0
4.0,8,43.0,1558.0,-3.0,3,0
4.0,16,70.0,1302.0,3.0,3,0
4.0,9,79.0,1229.0,-3.0,3,0
4.0,17,66.0,1112.0,3.0,3,0
4.0,19,32.0,765.0,-3.0,4,0
4.0,5,55.0,705.0,3.0,4,0
4.0,6,38.0,363.0,-9.0,4,0
4.0,1,66.0,266.0,6.0,4,0
4.0,15,58.0,142.0,-6.0,4,1
4.0,9,49.0,116.0,6.0,4,0
4.0,10,53.0,41.0,-6.0,4,1
4.0,8,42.0,3436.0,0.0,1,0
4.0,6,38.0,3270.0,0.0,1,0
4.0,5,5.0,3005.0,0.0,1,0
4.0,5,59.0,2591.0,-4.0,2,0
4.0,1,41.0,2374.0,4.0,2,1
4.0,3,5.0,2080.0,-11.0,2,0
4.0,7,51.0,1908.0,8.0,2,0
4.0,10,59.0,1860.0,-8.0,2,0
4.0,6,71.0,991.0,7.0,3,0
4.0,16,77.0,866.0,-7.0,4,0
4.0,11,11.0,509.0,7.0,4,0
4.0,5,19.0,327.0,-10.0,4,0
4.0,21,60.0,57.0,7.0,4,0
4.0,2,37.0,3398.0,0.0,1,1
4.0,9,59.0,3181.0,-7.0,1,0
4.0,3,75.0,3098.0,7.0,1,0
4.0,17,17.0,2600.0,-7.0,2,0
4.0,1,35.0,2299.0,-4.0,2,1
4.0,14,16.0,2088.0,-4.0,2,0
4.0,6,63.0,1850.0,-8.0,2,0
4.0,12,77.0,1685.0,-11.0,3,0
4.0,6,43.0,1372.0,11.0,3,0
4.0,6,83.0,1210.0,-11.0,3,0
4.0,3,52.0,1119.0,11.0,3,0
4.0,14,73.0,905.0,-11.0,3,0
4.0,4,66.0,519.0,-11.0,4,1
4.0,14,55.0,190.0,-17.0,4,1
4.0,18,19.0,73.0,-17.0,4,0
4.0,7,46.0,55.0,14.0,4,0
4.0,16,81.0,3482.0,0.0,1,0
4.0,15,59.0,3099.0,-7.0,1,0
4.0,4,50.0,2615.0,-7.0,2,0
4.0,22,74.0,1322.0,-21.0,3,0
4.0,4,71.0,1264.0,21.0,3,0
4.0,3,13.0,1066.0,-21.0,3,1
4.0,5,70.0,948.0,14.0,3,0
4.0,7,62.0,837.0,-14.0,4,0
4.0,7,9.0,433.0,14.0,4,0
4.0,6,28.0,46.0,-24.0,4,1
4.0,9,74.0,3279.0,-7.0,1,0
4.0,19,78.0,3182.0,7.0,1,0
4.0,8,26.0,2987.0,-7.0,1,0
4.0,1,19.0,2621.0,4.0,2,1
4.0,2,67.0,2383.0,-10.0,2,0
4.0,1,61.0,2294.0,10.0,2,0
4.0,10,62.0,1920.0,3.0,2,0
4.0,9,44.0,1822.0,-3.0,2,0
4.0,2,67.0,1713.0,-6.0,3,0
4.0,3,70.0,1626.0,6.0,3,0
4.0,12,19.0,851.0,-1.0,4,0
4.0,15,80.0,727.0,-2.0,4,0
4.0,3,72.0,626.0,2.0,4,0
4.0,17,47.0,437.0,-2.0,4,0
4.0,10,65.0,220.0,2.0,4,0
4.0,1,60.0,115.0,-2.0,4,1
4.0,8,55.0,50.0,-2.0,4,1
4.0,8,76.0,2570.0,1.0,2,0
4.0,8,82.0,2411.0,-5.0,2,0
4.0,10,76.0,2350.0,5.0,2,0
4.0,8,33.0,2155.0,-5.0,2,0
4.0,8,57.0,2095.0,5.0,2,0
4.0,8,75.0,1937.0,-5.0,2,0
4.0,8,66.0,1659.0,9.0,3,0
4.0,5,61.0,1562.0,-9.0,3,0
4.0,4,24.0,1338.0,9.0,3,0
4.0,13,51.0,1054.0,-9.0,3,0
4.0,8,72.0,900.0,9.0,4,0
4.0,16,73.0,727.0,-9.0,4,0
4.0,15,63.0,480.0,9.0,4,0
4.0,4,30.0,265.0,-15.0,4,1
4.0,4,16.0,155.0,-15.0,4,1
4.0,6,6.0,113.0,-15.0,4,1
4.0,17,60.0,93.0,8.0,4,0
4.0,1,37.0,3403.0,0.0,1,1
4.0,4,16.0,2594.0,0.0,2,1
4.0,10,33.0,2015.0,-7.0,2,0
4.0,4,44.0,1234.0,11.0,3,0
4.0,4,16.0,994.0,-11.0,3,0
4.0,6,56.0,814.0,8.0,4,0
4.0,5,35.0,388.0,0.0,4,0
4.0,7,72.0,298.0,-3.0,4,0
4.0,2,50.0,210.0,-10.0,4,1
4.0,1,41.0,120.0,10.0,4,1
4.0,11,11.0,3008.0,-7.0,1,0
4.0,17,66.0,2919.0,4.0,1,0
4.0,6,44.0,2720.0,-4.0,1,0
4.0,10,10.0,2612.0,4.0,2,0
4.0,4,69.0,2563.0,-7.0,2,0
4.0,10,73.0,2506.0,7.0,2,0
4.0,3,57.0,1821.0,-7.0,2,0
4.0,1,1.0,1326.0,0.0,3,1
4.0,7,96.0,1225.0,0.0,3,0
4.0,3,51.0,1064.0,0.0,3,0
4.0,16,81.0,520.0,-7.0,4,0
4.0,4,48.0,232.0,-14.0,4,1
4.0,7,20.0,3335.0,0.0,1,0
4.0,9,74.0,2275.0,0.0,2,0
4.0,15,56.0,1671.0,0.0,3,0
4.0,8,61.0,1052.0,-7.0,3,0
4.0,9,9.0,662.0,7.0,4,0
4.0,20,90.0,538.0,-7.0,4,0
4.0,10,13.0,103.0,-14.0,4,1
4.0,1,22.0,3379.0,0.0,1,1
4.0,9,74.0,3246.0,-6.0,1,0
4.0,12,41.0,2696.0,-13.0,2,0
4.0,17,32.0,2391.0,13.0,2,0
4.0,21,57.0,1869.0,-16.0,2,0
4.0,12,72.0,1274.0,-23.0,3,0
4.0,19,72.0,669.0,-37.0,4,0
4.0,8,70.0,574.0,37.0,4,0
4.0,2,64.0,123.0,30.0,4,0
4.0,6,45.0,2433.0,-7.0,2,0
4.0,12,77.0,2055.0,-14.0,2,0
4.0,7,70.0,1700.0,-28.0,3,0
4.0,1,11.0,1448.0,28.0,3,0
4.0,13,38.0,1286.0,-31.0,3,1
4.0,1,1.0,1047.0,31.0,3,1
4.0,10,24.0,685.0,38.0,4,0
4.0,6,23.0,442.0,41.0,4,0
4.0,1,27.0,288.0,-44.0,4,1
4.0,1,56.0,3434.0,0.0,1,0
4.0,5,48.0,3278.0,0.0,1,0
4.0,1,41.0,2730.0,-7.0,1,1
4.0,8,22.0,2542.0,-7.0,2,0
4.0,7,46.0,1448.0,-11.0,3,0
4.0,5,58.0,1278.0,-18.0,3,0
4.0,7,62.0,993.0,18.0,3,0
4.0,1,1.0,693.0,-18.0,4,1
4.0,1,76.0,517.0,18.0,4,0
4.0,3,3.0,269.0,-18.0,4,1
4.0,6,76.0,245.0,12.0,4,0
4.0,3,32.0,92.0,-12.0,4,1
4.0,2,40.0,3148.0,-6.0,1,1
4.0,17,37.0,3020.0,-6.0,1,0
4.0,1,66.0,2608.0,-13.0,2,0
4.0,6,34.0,1708.0,-19.0,3,0
4.0,7,23.0,1573.0,16.0,3,0
4.0,5,16.0,1428.0,16.0,3,0
4.0,20,75.0,1306.0,-16.0,3,0
4.0,8,43.0,1199.0,16.0,3,0
4.0,5,87.0,1135.0,-16.0,3,0
4.0,2,65.0,974.0,-24.0,3,1
4.0,6,51.0,894.0,-24.0,4,1
4.0,15,47.0,746.0,-24.0,4,1
4.0,12,99.0,640.0,24.0,4,0
4.0,10,38.0,491.0,-18.0,4,1
4.0,10,59.0,75.0,12.0,4,0
4.0,21,27.0,2885.0,0.0,1,0
4.0,8,73.0,2799.0,-3.0,1,0
4.0,11,28.0,2555.0,3.0,2,0
4.0,8,70.0,2432.0,-6.0,2,0
4.0,29,49.0,1913.0,-13.0,2,0
4.0,11,64.0,1826.0,13.0,2,0
4.0,12,49.0,1058.0,6.0,3,0
4.0,1,71.0,928.0,-6.0,3,0
4.0,17,67.0,778.0,6.0,4,0
4.0,20,73.0,491.0,-12.0,4,0
4.0,7,87.0,382.0,12.0,4,0
4.0,28,53.0,169.0,-12.0,4,1
4.0,10,40.0,147.0,12.0,4,0
4.0,4,59.0,59.0,-12.0,4,1
4.0,10,34.0,3264.0,-7.0,1,0
4.0,19,85.0,2965.0,-11.0,1,0
4.0,5,15.0,2859.0,11.0,1,0
4.0,2,12.0,2639.0,-14.0,2,1
4.0,2,67.0,2496.0,7.0,2,0
4.0,4,34.0,2368.0,-7.0,2,0
4.0,13,45.0,2196.0,7.0,2,0
4.0,6,87.0,2139.0,-7.0,2,0
4.0,14,69.0,1710.0,-14.0,3,0
4.0,5,63.0,1618.0,14.0,3,0
4.0,4,41.0,1455.0,-14.0,3,0
4.0,11,13.0,1159.0,14.0,3,0
4.0,4,57.0,1031.0,-17.0,3,0
4.0,9,66.0,822.0,17.0,4,0
4.0,6,42.0,653.0,-17.0,4,1
4.0,5,76.0,304.0,-24.0,4,0
4.0,4,84.0,150.0,24.0,4,0
4.0,1,57.0,55.0,-24.0,4,1
4.0,5,63.0,3242.0,0.0,1,0
4.0,16,44.0,2966.0,0.0,1,0
4.0,9,25.0,2714.0,0.0,1,0
4.0,4,12.0,2315.0,-3.0,2,0
4.0,4,74.0,2165.0,3.0,2,0
4.0,13,15.0,1926.0,-3.0,2,0
4.0,4,25.0,1824.0,0.0,2,0
4.0,1,62.0,1575.0,3.0,3,0
4.0,21,30.0,1152.0,-3.0,3,0
4.0,4,8.0,726.0,10.0,4,0
4.0,11,50.0,378.0,13.0,4,0
4.0,6,50.0,27.0,13.0,4,0
4.0,6,71.0,3474.0,-7.0,1,0
4.0,14,75.0,3402.0,7.0,1,0
4.0,12,58.0,3280.0,-7.0,1,0
4.0,6,53.0,3146.0,7.0,1,1
4.0,11,76.0,2788.0,-14.0,1,0
4.0,6,36.0,2637.0,14.0,2,0
4.0,2,67.0,2584.0,-17.0,2,0
4.0,1,50.0,2105.0,-24.0,2,1
4.0,7,49.0,1810.0,-31.0,2,1
4.0,10,61.0,1683.0,-28.0,3,0
4.0,3,62.0,1515.0,28.0,3,0
4.0,9,70.0,893.0,-28.0,4,0
4.0,9,59.0,766.0,28.0,4,0
4.0,9,53.0,531.0,28.0,4,0
4.0,8,78.0,492.0,-28.0,4,0
4.0,6,13.0,167.0,28.0,4,0
4.0,5,62.0,115.0,-31.0,4,1
4.0,9,65.0,3216.0,-7.0,1,0
4.0,4,54.0,3053.0,7.0,1,0
4.0,4,59.0,2542.0,-7.0,2,0
4.0,10,10.0,1809.0,-16.0,2,0
4.0,4,30.0,1537.0,-13.0,3,1
4.0,9,74.0,1183.0,6.0,3,0
4.0,3,34.0,962.0,-6.0,3,0
4.0,11,51.0,675.0,-6.0,4,0
4.0,1,82.0,506.0,6.0,4,0
4.0,11,37.0,248.0,-6.0,4,0
4.0,4,34.0,178.0,3.0,4,0
4.0,4,63.0,3453.0,0.0,1,1
4.0,1,1.0,3188.0,0.0,1,1
4.0,5,94.0,3095.0,0.0,1,0
4.0,4,27.0,2876.0,0.0,1,0
4.0,9,74.0,2815.0,-3.0,1,0
4.0,1,14.0,2277.0,-3.0,2,1
4.0,7,9.0,2150.0,-3.0,2,0
4.0,4,68.0,2026.0,0.0,2,0
4.0,17,76.0,1447.0,-14.0,3,0
4.0,5,68.0,1256.0,-14.0,3,0
4.0,2,57.0,1081.0,14.0,3,0
4.0,9,12.0,893.0,-14.0,4,0
4.0,11,22.0,436.0,11.0,4,0
4.0,5,19.0,253.0,-14.0,4,1
4.0,12,56.0,74.0,14.0,4,0
4.0,8,17.0,2693.0,-7.0,2,0
4.0,13,78.0,2570.0,4.0,2,0
4.0,14,50.0,2385.0,-4.0,2,0
4.0,11,70.0,2262.0,4.0,2,0
4.0,7,43.0,1826.0,-3.0,2,0
4.0,4,19.0,1489.0,3.0,3,0
4.0,12,15.0,596.0,-5.0,4,0
4.0,2,2.0,459.0,2.0,4,0
4.0,6,71.0,95.0,5.0,4,0
4.0,10,35.0,26.0,-5.0,4,1
4.0,4,70.0,2992.0,-7.0,1,0
4.0,16,19.0,2782.0,-7.0,1,0
4.0,7,7.0,2433.0,-11.0,2,0
4.0,2,49.0,2136.0,8.0,2,1
4.0,2,29.0,1974.0,-8.0,2,0
4.0,13,44.0,1840.0,5.0,2,0
4.0,9,74.0,1700.0,5.0,3,0
4.0,4,22.0,1603.0,-5.0,3,0
4.0,1,71.0,1251.0,-16.0,3,1
4.0,2,34.0,1042.0,-16.0,3,1
4.0,19,38.0,900.0,-16.0,4,0
4.0,3,49.0,668.0,16.0,4,1
4.0,7,20.0,537.0,16.0,4,0
4.0,1,66.0,452.0,-19.0,4,1
4.0,13,42.0,187.0,-19.0,4,1
4.0,2,67.0,3473.0,0.0,1,0
4.0,9,90.0,3368.0,0.0,1,0
4.0,7,7.0,3122.0,0.0,1,0
4.0,5,55.0,2963.0,-3.0,1,0
4.0,6,65.0,2700.0,3.0,2,0
4.0,1,20.0,2514.0,-3.0,2,1
4.0,2,69.0,2423.0,3.0,2,1
4.0,13,13.0,2025.0,3.0,2,0
4.0,10,38.0,1898.0,-6.0,2,0
4.0,14,79.0,1688.0,10.0,3,0
4.0,7,8.0,1479.0,-10.0,3,0
4.0,8,23.0,1363.0,7.0,3,0
4.0,7,35.0,77.0,-7.0,4,1
4.0,16,77.0,53.0,7.0,4,0
4.0,11,76.0,3525.0,0.0,1,0
4.0,3,35.0,3318.0,0.0,1,0
4.0,7,53.0,3005.0,-3.0,1,0
4.0,8,74.0,2453.0,-3.0,2,0
4.0,3,58.0,2322.0,3.0,2,0
4.0,2,2.0,1913.0,-3.0,2,0
4.0,19,84.0,1165.0,3.0,3,0
4.0,3,13.0,1034.0,-3.0,3,0
4.0,3,47.0,821.0,0.0,4,0
4.0,1,63.0,643.0,0.0,4,0
4.0,15,82.0,546.0,0.0,4,0
4.0,3,12.0,170.0,0.0,4,0
4.0,1,22.0,3379.0,0.0,1,1
4.0,9,74.0,3246.0,-6.0,1,0
4.0,12,41.0,2696.0,-13.0,2,0
4.0,17,32.0,2391.0,13.0,2,0
4.0,21,57.0,1869.0,-16.0,2,0
4.0,12,72.0,1274.0,-23.0,3,0
4.0,19,72.0,669.0,-37.0,4,0
4.0,8,70.0,574.0,37.0,4,0
4.0,2,64.0,123.0,30.0,4,0
4.0,6,45.0,2433.0,-7.0,2,0
4.0,12,77.0,2055.0,-14.0,2,0
4.0,7,70.0,1700.0,-28.0,3,0
4.0,1,11.0,1448.0,28.0,3,0
4.0,13,38.0,1286.0,-31.0,3,1
4.0,1,1.0,1047.0,31.0,3,1
4.0,10,24.0,685.0,38.0,4,0
4.0,6,23.0,442.0,41.0,4,0
4.0,1,27.0,288.0,-44.0,4,1
4.0,1,56.0,3434.0,0.0,1,0
4.0,5,48.0,3278.0,0.0,1,0
4.0,1,41.0,2730.0,-7.0,1,1
4.0,8,22.0,2542.0,-7.0,2,0
4.0,7,46.0,1448.0,-11.0,3,0
4.0,5,58.0,1278.0,-18.0,3,0
4.0,7,62.0,993.0,18.0,3,0
4.0,1,1.0,693.0,-18.0,4,1
4.0,1,76.0,517.0,18.0,4,0
4.0,3,3.0,269.0,-18.0,4,1
4.0,6,76.0,245.0,12.0,4,0
4.0,3,32.0,92.0,-12.0,4,1
4.0,2,40.0,3148.0,-6.0,1,1
4.0,17,37.0,3020.0,-6.0,1,0
4.0,1,66.0,2608.0,-13.0,2,0
4.0,6,34.0,1708.0,-19.0,3,0
4.0,7,23.0,1573.0,16.0,3,0
4.0,5,16.0,1428.0,16.0,3,0
4.0,20,75.0,1306.0,-16.0,3,0
4.0,8,43.0,1199.0,16.0,3,0
4.0,5,87.0,1135.0,-16.0,3,0
4.0,2,65.0,974.0,-24.0,3,1
4.0,6,51.0,894.0,-24.0,4,1
4.0,15,47.0,746.0,-24.0,4,1
4.0,12,99.0,640.0,24.0,4,0
4.0,10,38.0,491.0,-18.0,4,1
4.0,10,59.0,75.0,12.0,4,0
4.0,21,27.0,2885.0,0.0,1,0
4.0,8,73.0,2799.0,-3.0,1,0
4.0,11,28.0,2555.0,3.0,2,0
4.0,8,70.0,2432.0,-6.0,2,0
4.0,29,49.0,1913.0,-13.0,2,0
4.0,11,64.0,1826.0,13.0,2,0
4.0,12,49.0,1058.0,6.0,3,0
4.0,1,71.0,928.0,-6.0,3,0
4.0,17,67.0,778.0,6.0,4,0
4.0,20,73.0,491.0,-12.0,4,0
4.0,7,87.0,382.0,12.0,4,0
4.0,28,53.0,169.0,-12.0,4,1
4.0,10,40.0,147.0,12.0,4,0
4.0,4,59.0,59.0,-12.0,4,1
4.0,10,34.0,3264.0,-7.0,1,0
4.0,19,85.0,2965.0,-11.0,1,0
4.0,5,15.0,2859.0,11.0,1,0
4.0,2,12.0,2639.0,-14.0,2,1
4.0,2,67.0,2496.0,7.0,2,0
4.0,4,34.0,2368.0,-7.0,2,0
4.0,13,45.0,2196.0,7.0,2,0
4.0,6,87.0,2139.0,-7.0,2,0
4.0,14,69.0,1710.0,-14.0,3,0
4.0,5,63.0,1618.0,14.0,3,0
4.0,4,41.0,1455.0,-14.0,3,0
4.0,11,13.0,1159.0,14.0,3,0
4.0,4,57.0,1031.0,-17.0,3,0
4.0,9,66.0,822.0,17.0,4,0
4.0,6,42.0,653.0,-17.0,4,1
4.0,5,76.0,304.0,-24.0,4,0
4.0,4,84.0,150.0,24.0,4,0
4.0,1,57.0,55.0,-24.0,4,1
4.0,5,63.0,3242.0,0.0,1,0
4.0,16,44.0,2966.0,0.0,1,0
4.0,9,25.0,2714.0,0.0,1,0
4.0,4,12.0,2315.0,-3.0,2,0
4.0,4,74.0,2165.0,3.0,2,0
4.0,13,15.0,1926.0,-3.0,2,0
4.0,4,25.0,1824.0,0.0,2,0
4.0,1,62.0,1575.0,3.0,3,0
4.0,21,30.0,1152.0,-3.0,3,0
